name,category,address,lat,lon,rating,reviews,phone,website,place_id,search_term,grid_lat,grid_lon
Mayurpankh - Vadodara's Best Multi-Cuisine Restaurant,Buffet restaurant,"Laxminarayan Club and Resort, Sun Pharma Rd, Pramukh Swami nagar, Atladara, Vadodara, Gujarat 390012 ",22.2790348,73.1537459,4.1,,090235 19395 ,https://lnclubandresort.com/,Mayurpankh+-+Vadodara%27s+Best+Multi-Cuisine+Restaurant,restaurant,22.255,73.115
PD restaurant,North Indian restaurant,"RV Desai Rd, Navapura, Vadodara, Gujarat 390001 ",22.2901714,73.2048416,4.2,,096013 18380 ,,PD+restaurant,restaurant,22.255,73.115
Ready Platter Restro Cafe,Restaurant,"Ready Platter Restro Cafe, Vasna Bhayli Main Rd, nr. White House, Saiyed Vasna, Vadodara, Gujarat 391410 ",22.2977801,73.1393103,4.7,,074349 98585 ,,Ready+Platter+Restro+Cafe,restaurant,22.255,73.115
Pandya's kitchen,Restaurant,"11/b vimleshwar soc Opp tcs office, near BALAJI HOSPITAL, Subhanpura, Vadodara, Gujarat 390023 ",22.318505,73.1643602,4.7,,093167 29742 ,,Pandya%27s+kitchen,restaurant,22.255,73.115
Pankti Food Corner,Restaurant,"SHOP 17, Arya Empire, next to Parishram Classes, below Willian John's Pizza, Jalaram Nagar, Atladara, Vadodara, Gujarat 390012 ",22.2656119,73.1511527,4.0,,078028 30188 ,,Pankti+Food+Corner,restaurant,22.255,73.115
Pind Balluchi Vadodara,North Indian restaurant,"VCA ground, 2nd floor The emperor mall besides, Vasna - Bhayli Main Rd, opp. Shakti party plot, Vadodara, Gujarat 391410 ",22.2927151,73.1355149,4.1,,095582 11212 ,https://www.pindballuchi.com/,Pind+Balluchi+Vadodara,restaurant,22.255,73.115
Green City Family Restaurant,Restaurant,"Amir Complex, 7, Sun Pharma Rd, Pramukh Swami nagar, Tandalja, Vadodara, Gujarat 390012 ",22.2856783,73.1528264,4.7,,094290 69907 ,https://greencityrestaurant.petpooja.com/orders/menu,Green+City+Family+Restaurant,restaurant,22.255,73.115
Ustad Miyaan,North Indian restaurant,"FF 34, Florence Excellence, Vasna - Bhayli Main Rd, next to Bright Day School, Bhayli, Vadodara, Gujarat 391410 ",22.2911851,73.1341051,3.9,,,,Ustad+Miyaan,restaurant,22.255,73.115
The Nirvaan Cafe & Lounge,Cafe,"Sun Pharma Rd, Pramukh Swami nagar, Atladara, Vadodara, Gujarat 390012 ",22.2796844,73.1530388,4.1,,,,The+Nirvaan+Cafe+%26+Lounge,cafe,22.255,73.115
Cafe Bistro,Cafe,"White Potato Restaurant, Shankheshwar Parshwanath Marg Ground floor, Opposit D-mart, Besides, Akota, Vadodara, Gujarat 390007 ",22.2996912,73.169587,4.2,,099043 19904 ,http://www.facebook.com/coffeeshop.baroda,Cafe+Bistro,cafe,22.255,73.115
The Cave Cafe,Cafe,"2nd floor, Midway Height, opp. SSG Hospital, near Kala Ghoda Circle, Dak Bunglaw, Sayajiganj, Vadodara, Gujarat 390020 ",22.3080904,73.1895569,4.9,,088665 57838 ,http://thecavecafe.online/,The+Cave+Cafe,cafe,22.255,73.115
Coffee Clan,Cafe,"Shivang Complex, Shop N0, 4 5 6, Urmi Rd, Opp Gail Office, Punit Nagar, Society, Vadodara, Gujarat 390007 ",22.3028836,73.1678508,4.4,,074054 12238 ,,Coffee+Clan,cafe,22.255,73.115
Cafe Amistoso | Vadodara,Cafe,"Sixth floor, Cafe Amistoso, Vihav Trade Centre, 601, Bhayli, Vadodara, Gujarat 391410 ",22.2851287,73.1325009,4.6,,074360 72824 ,https://cafeamistoso.com/,Cafe+Amistoso+%7C+Vadodara,cafe,22.255,73.115
Curators Coffee,Coffee shop,"101, Corrum Complex, Jetalpur Rd, Chikuwadi, Haripura, Vadodara, Gujarat 390007 ",22.3079525,73.169574,4.5,,063592 20791 ,http://www.instagram.com/curators.coffee,Curators+Coffee,cafe,22.255,73.115
Neeru's Cafe,Cafe,"INFINITY PARK MALL, Vasna Bhayli Canal Rd, Pratham Upvan, Vadodara, Gujarat 390020 ",22.281082,73.1347287,5.0,,076000 44175 ,,Neeru%27s+Cafe,cafe,22.255,73.115
Kaffa Coffee Roasters,Coffee shop,"The lane of Bank Of Baroda, near hotel baroda residency, Alkapuri Society, Alkapuri, Vadodara, Gujarat 390007 ",22.3121384,73.1734536,4.4,,098253 36364 ,,Kaffa+Coffee+Roasters,cafe,22.255,73.115
Chill House Cafe,Cafe,"GF-20, Akshar Pavilion, Before Priya Cinema, A-1, Vasna Bhayli Main Rd, Vadodara, Gujarat 391410 ",22.299036,73.1301099,4.9,,099245 00215 ,,Chill+House+Cafe,cafe,22.255,73.115
Lionize Restro Cafe,Cafe,"703, Everest Onyx, above Fabindia, Race Course, Vadiwadi, Vadodara, Gujarat 390021 ",22.3139032,73.1590781,4.6,,098981 77703 ,https://lionizerestrocafe.com/,Lionize+Restro+Cafe,cafe,22.255,73.115
Theist Cafe,Cafe,"SWC HUB, GF #07, Vasna - Bhayli Main Rd, Tandalja, Vadodara, Gujarat 391410 ",22.2901242,73.1301244,4.9,,097273 10722 ,,Theist+Cafe,cafe,22.255,73.115
SHOZO Cafe & Bakery,Cafe,"Vasna - Bhayli Main Rd, opp. Earth artica, Ashwamegh Nagar, Bhayli, Vadodara, Gujarat 390020 ",22.2926904,73.1416342,4.3,,088662 77625 ,,SHOZO+Cafe+%26+Bakery,cafe,22.255,73.115
SIZE ZERO CAFE | RESTRO - BHAYLI,Cafe,"GF 11, Urban 2, Vasna Bhayli Main Rd, near Priya Talkies, opp. Akshar Pavillion, TP 2, Bhayli, Vadodara, Gujarat 391410 ",22.2984931,73.1281495,4.6,,081604 76761 ,,SIZE+ZERO+CAFE+%7C+RESTRO+-+BHAYLI,cafe,22.255,73.115
Cafe Madrid Vadodara,Cafe,"74CG+454, Madrid County By Pacifica Ground Floor, Bhayli Rd, inside Madrid County, near Proposed Swaminarayan Temple, Vadodara, Gujarat 391410 ",22.2702636,73.1254473,4.2,,063570 72681 ,,Cafe+Madrid+Vadodara,cafe,22.255,73.115
Caffein Cafe,Cafe,"Gokul Society, 6, Vasna - Bhayli Main Rd, Vasna jakat Naka, Ravi Park Society, Saiyed Vasna, Vadodara, Gujarat 390020 ",22.295097,73.1434171,4.2,,074053 69369 ,http://www.caffein.co.in/,Caffein+Cafe,cafe,22.255,73.115
Meet Me Cafe – Private Cabin Cafe in Vadodara,Cafe,"Indiabulls Megamall, S/12C, Swami Vivekananda Railway Over Brg, Road, Akota, Vadodara, Gujarat 390007 ",22.3061378,73.179725,4.3,,099047 99887 ,https://www.instagram.com/meet_me_cafe_vadodara?igsh=bGczcmU5ZWlvdjYx&utm_source=qr,Meet+Me+Cafe+%E2%80%93+Private+Cabin+Cafe+in+Vadodara,cafe,22.255,73.115
Charmant The Heritage Cafe,Vegetarian cafe and deli,"Contractor's Bungalow, Faramji Rd, opp. Railway Booking Office, Alkapuri, Vadodara, Gujarat 390007 ",22.3116435,73.17934,4.3,,097730 50954 ,,Charmant+The+Heritage+Cafe,cafe,22.255,73.115
La Bella Cafe,Cafe,"Vasna - Bhayli Main Rd, Vasant Vihar, Bhayli, Vadodara, Gujarat 391410 ",22.2932881,73.1368709,4.8,,072020 40472 ,,La+Bella+Cafe,cafe,22.255,73.115
Vihaan Hospital,Hospital,"Calisto First Floor, Vasna - Bhayli Rd, Vadodara, Gujarat 391410 ",22.2912869,73.1347528,4.1,,090330 41639 ,https://www.apnabusinesscard.com/Vihaan-Hospital,Vihaan+Hospital,hospital,22.255,73.115
AASTHA GENERAL HOSPITAL,Hospital,"GF-41/42/43, SWC Hub, Vasna - Bhayli Main Rd, opp. empyrean skyline, Bhayli, Vadodara, Gujarat 391410 ",22.2899784,73.1296757,4.9,,097230 97509 ,,AASTHA+GENERAL+HOSPITAL,hospital,22.255,73.115
SARV Multi Speciality Hospital,Private hospital,"74XH+JH3 Saiyed Vasna Road, Axshar Pavillion, Vasna Bhayli Main Road, TP 4, nr. Priya Cinema, Vadodara, Gujarat 391410 ",22.2991867,73.1289563,4.5,,063533 79100 ,https://sarvhospital.in/,SARV+Multi+Speciality+Hospital,hospital,22.255,73.115
Jarod Referel Hospital,Hospital,"C8JG+G7P, Vadodara, Gujarat 391510 ",22.4313337,73.3257081,4.2,,,,Jarod+Referel+Hospital,hospital,22.255,73.115
Ramkrishna Paramhansa Hospital,Hospital,"Near DPS School, Kalali, Atladara, Vadodara, Gujarat 390012 ",22.2568496,73.1633703,4.7,,072010 00290 ,http://www.shroffsfoundation.org/,Ramkrishna+Paramhansa+Hospital,hospital,22.255,73.115
Adarsh Hospital & ICU,Hospital,"1st and 4th floor, pramukh bazar complex, Bill Road, opposite tree house high school (CBSE, Jalaram Nagar, Atladara, Vadodara, Gujarat 390012 ",22.2677103,73.1505836,4.9,,082009 88573 ,,Adarsh+Hospital+%26+ICU,hospital,22.255,73.115
Jupiter Multispeciality Hospital in Vadodara | Best Hospital In Vadodara | Super Speciality Hospital,Hospital,"Sun-Pharma Atladra Rd, opposite ICAI Bhavan, Pramukh Swami nagar, Atladara, Vadodara, Gujarat 390012 ",22.2785564,73.1522073,4.8,,063588 38381 ,https://jtphospitals.com/,Jupiter+Multispeciality+Hospital+in+Vadodara+%7C+Best+Hospital+In+Vadodara+%7C+Super+Speciality+Hospital,hospital,22.255,73.115
SHIV CLINIC,Medical clinic,"10, Astron Avenue, near Lalita Party Plot, Sardar Chok, Bhayli, Vadodara, Gujarat 391410 ",22.2792861,73.1286387,5.0,,099092 19258 ,,SHIV+CLINIC,clinic,22.255,73.115
Ami Clinic,Medical clinic,"65HP+33P, Maneja Rd, Vraj Dham Society, Makarpura, Vadodara, Gujarat 390013 ",22.2277102,73.1851901,5.0,,,,Ami+Clinic,clinic,22.255,73.115
ASHIRVAD CLINIC,Family practice physician,"Shop No 13 Akhsar paradise complex, Bill Canal Rd, Atladara, Gujarat 391410 ",22.2543594,73.1345275,5.0,,,,ASHIRVAD+CLINIC,clinic,22.255,73.115
Akshar Clinic and health care center,Medical clinic,"beside lake, opp. Verai mataji temple, Bil gam, Bill, Vadodara, Gujarat 391410 ",22.256319,73.13499,5.0,,088665 75842 ,,Akshar+Clinic+and+health+care+center,clinic,22.255,73.115
NAVKAR CLINIC & HEALTH CARE,Medical clinic,"gaam, opp. Amaba mataji temple, Chapad, Vadodara, Gujarat 391410 ",22.2350495,73.1488037,5.0,,079905 80173 ,,NAVKAR+CLINIC+%26+HEALTH+CARE,clinic,22.255,73.115
Om Clinic (Dr.Dipika A. Chauhan),Medical clinic,"GF 12, Velani Exotica, Atladara Rd, Jalaram Nagar, Atladara, Bill, Vadodara, Gujarat 390012 ",22.265821,73.1488684,4.9,,097256 71308 ,https://wa.me/919725671308,Om+Clinic+%28Dr.Dipika+A.+Chauhan%29,clinic,22.255,73.115
SANJIVANI CLINIC,Medical clinic,"F-8, Old Padra Rd, opp. Mathuranagri Society, Tandalja, Vadodara, Gujarat 390012 ",22.2834805,73.1584935,4.9,,083200 88139 ,,SANJIVANI+CLINIC,clinic,22.255,73.115
Shreeji clinic,Medical clinic,"Shree Radhe shyam elite, Bhayli, Vadodara, Gujarat 391410 ",22.2798777,73.1310902,5.0,,097144 16672 ,,Shreeji+clinic,clinic,22.255,73.115
GANESH CLINIC,Medical clinic,"First Floor, The Rise Classic, near Pragati Vidhyalay, Bhayli, Vadodara, Gujarat 391410 ",22.2811966,73.124828,5.0,,,,GANESH+CLINIC,clinic,22.255,73.115
Cure health center,Medical clinic,"Gf no 9, Green field 4, opp. FORTUNE GREENS, behind wave club, Bhayli, Vadodara, Gujarat 391410 ",22.2812145,73.1319755,4.3,,095866 92945 ,,Cure+health+center,clinic,22.255,73.115
Hari clinic,Doctor,"GF-25 Radheshyam Enclave Near Nilamber Bellisimo 2 Near White House, Vasna Bhayli Main Rd, Vadodara, Gujarat 391410 ",22.2984796,73.1359939,4.7,,097241 42710 ,,Hari+clinic,clinic,22.255,73.115
Shreeji Clinic,Medical clinic,"AIMS Prospero, opp. Narayanwadi, Atladara, Vadodara, Gujarat 390020 ",22.273014,73.1475431,4.8,,099252 30977 ,,Shreeji+Clinic,clinic,22.255,73.115
FamiCare clinic,Medical clinic,"74PW+2M5, Tandalja Rd, Taif Nagar, Tandalja, Vadodara, Gujarat 390012 ",22.285002,73.14674,4.8,,,,FamiCare+clinic,clinic,22.255,73.115
Om Clinic,Medical clinic,"Sudhakar Building, R Pura, R Pura, Vadodara, Gujarat 390007 ",22.3072109,73.1811944,5.0,,0265 242 4145 ,,Om+Clinic,clinic,22.255,73.115
Ami Clinic - Dr. Tanmesh Patel,Medical clinic,"GF-16, Aarya Exotica, Bill Road, opp. KD 10, Vadodara, Gujarat 391410 ",22.2582815,73.1343754,5.0,,082384 11909 ,https://ami-clinic-dr.grexa.site/,Ami+Clinic+-+Dr.+Tanmesh+Patel,clinic,22.255,73.115
Shiv Clinic,Doctor,"Shop No 6, Param Crest, beside Shagun Party Plot, Vadodara, Gujarat 391410 ",22.26117,73.1384872,,,089758 73082 ,,Shiv+Clinic,clinic,22.255,73.115
GAYATRI CLINIC,Doctor,"GF 22, NEELKANTH PALMS, Bill Road, Vadodara, Gujarat 391410 ",22.2611839,73.133635,,,095580 90381 ,,GAYATRI+CLINIC,clinic,22.255,73.115
Akshar clinic and health care center,Medical clinic,"Siddheshwar Krishna, 19, near IIRA international school, Vadodara, Gujarat 390012 ",22.2823239,73.1519594,5.0,,081600 69850 ,,Akshar+clinic+and+health+care+center,clinic,22.255,73.115
Mahadev Clinic,Medical clinic,"GF-9, Siddharth Cube -C, D-Mart Road, opp. Nandghar, Khodiyar Nagar, Harni, Vadodara, Gujarat 390022 ",22.3271002,73.2345575,5.0,,079840 41898 ,,Mahadev+Clinic,clinic,22.255,73.115
Radhe Clinic,Medical clinic,"188, New IPCL Rd, Ashok Vatika Society, Ashirwad Nagar, Gorwa, Vadodara, Gujarat 390016 ",22.3335036,73.1532936,4.9,,094092 24760 ,,Radhe+Clinic,clinic,22.255,73.115
Central Pharmacy,Medical supply store,"Shop No. 25, SWC HUB, Vasna - Bhayli Main Rd, Bhayli, Vadodara, Gujarat 391410 ",22.289941,73.1299587,4.5,,095584 24365 ,,Central+Pharmacy,pharmacy,22.255,73.115
PHARMA WORLD || Chemist Store In Vadodara/Medical Store In Vadodara,Pharmacy,"GF-4/5, Shreeji Complex, BPC Rd, near Atithi Gruh, opposite Alka Society, Sheetal Nagar, Akota, Vadodara, Gujarat 390007 ",22.2946563,73.1716012,4.9,,099259 49949 ,,PHARMA+WORLD+%7C%7C+Chemist+Store+In+Vadodara%2FMedical+Store+In+Vadodara,pharmacy,22.255,73.115
Metro Chemist & General Store,Pharmacy,"Shop No 14, Bhayli, Vadodara, Gujarat 391410 ",22.281001,73.1310897,5.0,,091305 29241 ,,Metro+Chemist+%26+General+Store,pharmacy,22.255,73.115
"Medkart Pharmacy - Bill Road, Vadodara",Pharmacy,"No. S/7, Nilkanth Palms, Padra Road, near Banco Company, Bhaili, Vadodara, Gujarat 391410 ",22.2613412,73.1336935,5.0,,070960 99970 ,https://stores.medkart.in/,"Medkart+Pharmacy+-+Bill+Road,+Vadodara",pharmacy,22.255,73.115
Health Mart Pharmacy,Pharmacy,"Siddhivinayak Arcus, 23 GF, Bhayli Rd, Bhayli, Vadodara, Gujarat 391410 ",22.2945493,73.1248067,5.0,,083200 24661 ,https://www.healthmart.com/,Health+Mart+Pharmacy,pharmacy,22.255,73.115
Care PHARMACY,Pharmacy,"SHOP NO. GF-43 VIHAV TRADE CENTER NEAR WAVES CLUB, 30 MTR, Vasna Bhayli Canal Rd, RING ROAD, Bhayli, Vadodara, Gujarat 391410 ",22.2851837,73.132274,4.8,,090818 10108 ,,Care+PHARMACY,pharmacy,22.255,73.115
Pharma One Store,Pharmacy,"Shops, GF-A/07 Solaris, Vasna - Bhayli Main Rd, Vadodara, Gujarat 391410 ",22.2863066,73.1293343,5.0,,092650 32811 ,http://www.pharmaonestores.in/,Pharma+One+Store,pharmacy,22.255,73.115
HEALTH FIRST PHARMACY,Pharmacy,"Shakti Nagar Society, Saiyed Vasna, Vadodara, Gujarat 390007 ",22.3037734,73.1482916,,,083208 32843 ,,HEALTH+FIRST+PHARMACY,pharmacy,22.255,73.115
Stop N Shop Plaza,Supermarket,"855H+V9M, RC Dutt Rd, Dilaram Comound, Jetalpur, Vadodara, Gujarat 390007 ",22.3097141,73.1784373,4.1,,,,Stop+N+Shop+Plaza,shop,22.255,73.115
Honest Medical Stores,Pharmacy,"Panigate Rd, Opp. City Police Station, Syedwada, Moghul Wada, Vadodara, Gujarat 390017 ",22.300235,73.2145209,4.8,,098255 04662 ,,Honest+Medical+Stores,shop,22.255,73.115
MY SHOP stationery & Gift,Gift shop,"Velani Exotica, 1, Atladara, Vadodara, Gujarat 390012 ",22.2661365,73.1489531,4.4,,091063 58378 ,,MY+SHOP+stationery+%26+Gift,shop,22.255,73.115
Amarjyot Shopping Centre,Shopping mall,"76F2+JFF, Sindhwai Mata Rd, Lalbaug, Manjalpur, Vadodara, Gujarat 390004 ",22.2740562,73.2011866,3.8,,,,Amarjyot+Shopping+Centre,shop,22.255,73.115
Kalpi Mangal Bazaar,Clothing store,"Mangal Bazzar, Kalamandir Ln, opposite Pratap Talkies, Mangal Bazar, Bajwada, Vadodara, Gujarat 390001 ",22.3018335,73.2058237,4.1,,0265 242 3783 ,,Kalpi+Mangal+Bazaar,shop,22.255,73.115
Snac'D,Restaurant,"Sharnam Complex, GF-9, Parivar Char Rasta, near Savita Hospital, Waghodia, Vadodara, Gujarat 390019 ",22.2925967,73.2430104,4.0,,094296 17120 ,,Snac%27D,snacks,22.255,73.115
Snacky,Cafe,"Shop No 10, Aura Square, Panchvati Rd, Sonia Nagar, Gorwa, Vadodara, Gujarat 390016 ",22.3397198,73.1474039,4.6,,06355 388 538 ,,Snacky,snacks,22.255,73.115
SNACKING,Restaurant,"Shop no. GF-34, Earth Eon, Sama-Savli Rd, opp. Urmi School, New Sama, Vadodara, Gujarat 390024 ",22.3416438,73.2039642,5.0,,073596 31953 ,,SNACKING,snacks,22.255,73.115
Shreeji Snacks,Fast food restaurant,"GF-17, GOLD CROFIT COMPLEX, Vasna - Bhayli Main Rd, opp. NAVRACHNA UNIVERSITY, Bhayli, Vadodara, Gujarat 391410 ",22.2918329,73.1222994,4.8,,098190 16721 ,,Shreeji+Snacks,snacks,22.255,73.115
Snack Zone,Fast food restaurant,"Shop No. 9, Maa Complex, Uma Char Rasta, near Domino's, Uma Colony, Road, Waghodia, Vadodara, Gujarat 390019 ",22.300499,73.2309979,4.0,,081288 89123 ,,Snack+Zone,snacks,22.255,73.115
FOOD JUNCTION,Sweet shop,"A_801, Crystal Arc, BUNGLOWS, Vasna - Bhayli Main Rd, beside Vedant 3, Bhayli, Vadodara, Gujarat 391410 ",22.2932822,73.1288106,5.0,,098985 56787 ,https://store.shoopy.in/food-junction-77551,FOOD+JUNCTION,snacks,22.255,73.115
Navin Chavana and Sweet Mart,Fast food restaurant,"Near, Delite Accessories Cross Rd, Shrimali Society, Navrangpura, Ahmedabad, Gujarat 380009 ",23.0348782,72.5654397,4.4,,093756 24438 ,,Navin+Chavana+and+Sweet+Mart,farsan,22.255,73.115
Jalaram Farsan House,Indian sweets shop,"8, Virat Apartment, Opp. Mehfil Restaurant, Sattadhar, Sola Rd, Municipal Karmachari Nagar, AEC Char Rasta, Ahmedabad, Gujarat 380061 ",23.0630931,72.5327977,4.3,,099744 83235 ,,Jalaram+Farsan+House,farsan,22.255,73.115
Shree Padmavati Farsan and Sweets,Indian sweets shop,"Ground Floor, Aditya Plaza, Jodhpur Gam Rd, opp. Trupti Bakery, Jodhpur Village, Ahmedabad, Gujarat 380015 ",23.0217796,72.5251592,4.5,,097259 25707 ,,Shree+Padmavati+Farsan+and+Sweets,farsan,22.255,73.115
"Jay Jalaram Farsan Shop || Best Sweet Shop, Namkeen Shop, Farsan Mart In Vadodara",Sweet shop,"Pratap Road, Char Rasta, opposite Agnishanti Kendra, Dandia Bazar, Mandvi, Vadodara, Gujarat 390001 ",22.299767,73.201224,4.2,,098798 93505 ,,"Jay+Jalaram+Farsan+Shop+%7C%7C+Best+Sweet+Shop,+Namkeen+Shop,+Farsan+Mart+In+Vadodara",farsan,22.255,73.115
Ashok Farsan,Sweet shop,"Danapith Rd, Old City, Mandvi ni Pol, Khadia, Ahmedabad, Gujarat 380001 ",23.0207499,72.5863534,4.5,,080005 35200 ,,Ashok+Farsan,farsan,22.255,73.115
Vadigam farsan house,Sweet shop,"Sola Rd, Naranpura, Ahmedabad, Gujarat 380063 ",23.0548679,72.5447926,4.1,,099985 55127 ,,Vadigam+farsan+house,farsan,22.255,73.115
OYO Flagship Hotel Prime Inn,hotel,"3 rd floor, Vihav Excelus, Vasna - Bhayli Main Rd, near Bright School, Bhayli, Vadodara, Gujarat 391410 ",22.2918543,73.1351086,3.8,,0124 620 1240 ,https://www.oyorooms.com/210956/,OYO+Flagship+Hotel+Prime+Inn,hotel,22.255,73.115
Collection O Hotel Ace,hotel,"1, Sun-Pharma Atladra Rd, Pramukh Swami nagar, Pratham Upvan, Vadodara, Gujarat 390012 ",22.276967,73.1526133,3.9,,0124 620 1240 ,https://www.oyorooms.com/112786/,Collection+O+Hotel+Ace,hotel,22.255,73.115
Hotel Sunrise,hotel,"4th floor, Samanvay Status 2, Atladara, Vadodara, Gujarat 391410 ",22.2686802,73.1396953,4.4,,091066 15817 ,https://business.google.com/v/hotel-sunrise/AKsrIN1ELeluBfK2KrGA0O0C1eycAUT04Hj0U96ztkgStAGu8v3FSV9uXbiWUcdbb6BJ/c534/_?exp=1736905&myads=1,Hotel+Sunrise,hotel,22.255,73.115
Hotel MD GRAND AC Rooms,hotel,"2ND FLOOR, PANOLI, Sna ATRIUM, PLOT NO.7, Ranoli GIDC, Ranoli, Vadodara, Gujarat 391350 ",22.3979483,73.1387027,4.8,,097725 63847 ,https://apnabusinesscard.com/Hotel-MD-Grand-AC-Rooms,Hotel+MD+GRAND+AC+Rooms,hotel,22.255,73.115
Hotel Shree Pashupati Plaza,hotel,"2nd Floor, Unit-1, Samanvay Status-1, Padra Road, Atladara, Vadodara, Gujarat 391410 ",22.2683991,73.1388842,4.5,,079848 53912 ,,Hotel+Shree+Pashupati+Plaza,hotel,22.255,73.115
FabHotel Stay In,hotel,"3rd Floor, Building Number .323, South West Central Mall, Sun Pharma Office, Sun Pharma Rd, Soudagar Park, Atladara, Vadodara, Gujarat 390012 ",22.2805427,73.1490966,4.4,,070424 24242 ,https://www.fabhotels.com/hotels-in-vadodara/fabhotel-stay-in-cnefmkkh.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,FabHotel+Stay+In,hotel,22.255,73.115
Gujarat Public School & Hostel - Atladara,CBSE School,"Nr. Kalali Railway Crossing, off Old Padra Road, Atladara, Vadodara, Gujarat 390007 ",22.2771761,73.1624269,,,096879 96677 ,http://www.gujaratpublicschool.in/,Gujarat+Public+School+%26+Hostel+-+Atladara,school,22.255,73.115
Tree House High School,High school,"74RH+6Q7, Near Vuda Colony, Atladara, Vadodara, Gujarat 390023 ",22.2905465,73.1294131,,,0265 268 1072 ,http://www.treehousehighschool.com/,Tree+House+High+School,school,22.255,73.115
"Podar World School, Vadodara - Sherkhi",CBSE School,"Bhimpura-Koyali Channel Road, Opp. Bapu Nagar Bus Stand, Near Chandan Multiplex, Sherkhi, Gujarat 391330 ",22.3389388,73.0918888,,,096247 06111 ,https://www.podar.org/vadodara1/,"Podar+World+School,+Vadodara+-+Sherkhi",school,22.255,73.115
American School of Baroda,CBSE School,"Ajwa- Nimeta, Road, opp. Sayaji Park Society, Vadodara, Gujarat 390019 ",22.326199,73.261513,,,090990 56693 ,http://www.asobaroda.org/,American+School+of+Baroda,school,22.255,73.115
Tree House High School (CBSE),Higher secondary school,"safal iris, Bh, K 701, near vuda colony, Narayanwadi, Atladara, Vadodara, Gujarat 390012 ",22.268339,73.150419,,,063522 96217 ,https://www.treehousehighschool.com/school/tree-house-high-schoolbaroda-cbse.html,Tree+House+High+School+(CBSE),school,22.255,73.115
"VIBGYOR High School Padra Road, Vadodara",Educational institution,"Railway Station, Padra Road, opp. Banco Product, B/H, Bhayli, Vadodara, Gujarat 391410 ",22.2676618,73.1322996,4.2,,0265 260 7600 ,https://www.vibgyorhigh.com/school/vadodara/cambridge/padra-road?utm_source=Google+Maps&utm_medium=Google+Maps+Listing&utm_campaign=Google+Business+Profile+Listing,"VIBGYOR+High+School+Padra+Road,+Vadodara",school,22.255,73.115
